"","ActiveScreener.Id","Time.of.Screening","Title","Authors","Question","List.of.Reviewers","answers"
"136","7362119","06/20/2021 17:44:48","Impact of air pollution by fine particulate matter (PM10) on daily mortality in Temuco, Chile","Sanhueza H, P., Vargas R, C., Mellado G, P. ","02 organization","Manzano, Carlos","Public sector"
"137","7362119","06/20/2021 17:44:48","Impact of air pollution by fine particulate matter (PM10) on daily mortality in Temuco, Chile","Sanhueza H, P., Vargas R, C., Mellado G, P. ","02 organization","Manzano, Carlos","Academia"
"138","7362116","05/25/2021 22:58:35","Association between air pollution and sleep disordered breathing in children","Sánchez, T., Gozal, D., Smith, D. L.  et al.","02 organization","Manzano, Carlos","Academia"
"139","7362114","06/10/2021 22:59:27","Acute effects of breathable particulate matter and of sulfur dioxide on the respiratory health of children in the industrial area of Puchuncavi, Chile","Sánchez, J., Romieu, I., Ruiz, S.  et al.","02 organization","Manzano, Carlos","International organization"
"140","7362114","06/10/2021 22:59:27","Acute effects of breathable particulate matter and of sulfur dioxide on the respiratory health of children in the industrial area of Puchuncavi, Chile","Sánchez, J., Romieu, I., Ruiz, S.  et al.","02 organization","Manzano, Carlos","Public sector"
"141","7362114","06/10/2021 22:59:27","Acute effects of breathable particulate matter and of sulfur dioxide on the respiratory health of children in the industrial area of Puchuncavi, Chile","Sánchez, J., Romieu, I., Ruiz, S.  et al.","02 organization","Manzano, Carlos","Academia"
"142","7362112","07/14/2021 13:00:27","Marketable emission permits with imperfect monitoring","San Martin, R. ","02 organization","Manzano, Carlos","Academia"
"143","7362111","05/13/2021 17:23:33","A study of the dynamic behaviour of fine particulate matter in santiago, chile","Salini, G. A., Pérez, P. ","02 organization","Sanchez, Luis","Academia"
"144","7362110","05/12/2021 02:04:31","Understanding the chaotic behavior of particulate matter concentrations using nonlinear techniques","Salini, G. A. ","02 organization","Manzano, Carlos","Academia"
"145","7362109","05/01/2021 00:14:08","ESTUDIO DE SERIES TEMPORALES DE CONTAMINACIÓN AMBIENTAL MEDIANTE TÉCNICAS DE REDES NEURONALES ARTIFICIALES","Salini Calderón, Giovanni, Pérez Jara, Patricio ","02 organization","Manzano, Carlos","Academia"
"146","7362107","05/14/2021 03:16:47","The effect of outdoor air pollution on mortality risk: An ecological study from Santiago, Chile","Salinas, M., Vega, J. ","02 organization","Toro, Richard","Academia"
"147","7362106","05/07/2021 11:36:07","Ammonia emission from a permanent grassland on volcanic soil after the treatment with dairy slurry and urea","Salazar, F., Martínez-Lagos, J., Alfaro, M.  et al.","02 organization","Sanchez, Luis","Academia"
"148","7362105","06/24/2021 17:01:58","Ammonia emissions from urea application to permanent pasture on a volcanic soil","Salazar, F., Martínez-Lagos, J., Alfaro, M.  et al.","02 organization","Sanchez, Luis","Academia"
"149","7362104","05/11/2021 17:46:07","Impact of forest fires on the concentrations of polychlorinated dibenzo-p-dioxin and dibenzofurans in coastal waters of central Chile","Salamanca, M., Chandía, C., Hernández, A. ","02 organization","Sanchez, Luis","Academia"
"150","7362103","05/14/2021 13:16:02","Air quality forecasting for winter-time PM2.5 episodes occurring in multiple cities in central and southern Chile","Saide, P. E., Mena-Carrasco, M., Tolvett, S.  et al.","02 organization","Manzano, Carlos","Academia"
"151","7362103","05/14/2021 13:16:02","Air quality forecasting for winter-time PM2.5 episodes occurring in multiple cities in central and southern Chile","Saide, P. E., Mena-Carrasco, M., Tolvett, S.  et al.","02 organization","Manzano, Carlos","Public sector"
"152","7362101","05/03/2021 22:45:30","Spatial disaggregation of traffic emission inventories in large cities using simplified top-down methods","Saide, P., Zah, R., Osses, M.  et al.","02 organization","Manzano, Carlos","Academia"
"153","7362100","05/14/2021 00:13:15","Public transit usage and air quality index during the COVID-19 lockdown","Sahraei, M. A., Ku?kapan, E., Çodur, M. Y. ","02 organization","Manzano, Carlos","Academia"
"154","7362099","05/06/2021 19:27:12","Characterization of submicron aerosol chemical composition and sources in the coastal area of Central Chile","Saarikoski, S., Reyes, F., Vazquez, Y.  et al.","02 organization","Sanchez, Luis","Academia"
"155","7362099","05/06/2021 19:27:12","Characterization of submicron aerosol chemical composition and sources in the coastal area of Central Chile","Saarikoski, S., Reyes, F., Vazquez, Y.  et al.","02 organization","Sanchez, Luis","Private sector"
"156","7362098","06/10/2021 20:46:18","Episodes of strong flow down the western slope of the subtropical Andes","Rutllant, J. A., Garreaud, R. D. ","02 organization","Manzano, Carlos","Academia"
"157","7362097","05/13/2021 21:45:53","Meteorological air pollution potential for Santiago, Chile: Towards an objective episode forecasting","Rutllant, J., Garreaud, R. ","02 organization","Toro, Richard","Academia"
"158","7362094","05/03/2021 18:32:55","Geographical Variation in Dementia Mortality in Italy, New Zealand, and Chile: The Impact of Latitude, Vitamin D, and Air Pollution","Russ, T., Murianni, L., Icaza, G.  et al.","02 organization","Manzano, Carlos","Academia"
"159","7362093","05/12/2021 22:25:30","Effect of gas and kerosene space heaters on indoor air quality: A study in homes of Santiago, Chile","Ruiz, P. A., Toro, C., Cáceres, J.  et al.","02 organization","Manzano, Carlos","Academia"
"160","7362092","06/03/2021 17:32:58","Air pollution impact on phagocytic capacity of peripheral blood macrophages and antioxidant activity of plasma among school children","Ruiz, F., Videla, L. A., Vargas, N.  et al.","02 organization","Manzano, Carlos","Academia"
"161","7362091","06/15/2021 12:49:27","Fractionation of trace elements in total atmospheric deposition by filtrating-bulk passive sampling","Rueda-Holgado, F., Palomo-Marín, M. R., Calvo-Blázquez, L.  et al.","02 organization","Sanchez, Luis","Academia"
"162","7362090","06/02/2021 19:30:50","Temporal and spatial variation of trace elements in atmospheric deposition around the industrial area of Puchuncaví-Ventanas (Chile) and its influence on exceedances of lead and cadmium critical loads in soils","Rueda-Holgado, F., Calvo-Blázquez, L., Cereceda-Balic, F.  et al.","02 organization","Sanchez, Luis","Academia"
"163","7362089","06/02/2021 19:36:51","Volatile carbonylic compounds in downtown Santiago, Chile","Rubio, M. A., Zamorano, N., Lissi, E.  et al.","02 organization","Sanchez, Luis","Academia"
"164","7362087","05/30/2021 18:46:21","Partitioning of the water soluble versus insoluble fraction of trace elements in the city of Santiago, Chile","Rubio, María A., Sánchez, Karen, Richter, Pablo  et al.","02 organization","Manzano, Carlos","Academia"
"165","7362086","06/19/2021 18:47:43","Ozone Levels Associated To The Photochemical Smog In Santiago Of Chile. The Elusive Rol Of Hydrocarbons","Rubio, M. A., Sanchez, K., Lissi, Y. E. ","02 organization","Manzano, Carlos","Academia"
"166","7362085","04/27/2021 18:08:57","Ozone and peroxyacetylnitrate in downtown Santiago, Chile","Rubio, M. A., Oyola, P., Gramsch, E.  et al.","02 organization","Manzano, Carlos","Academia"
"167","7362084","06/19/2021 23:38:46","Temperature as thumb rule predictor of ozone levels in Santiago de Chile ground air","Rubio, M. A., Lissi, G. E. ","02 organization","Manzano, Carlos","Academia"
"168","7362083","05/07/2021 00:45:48","Nitrite in rain and dew in Santiago city, Chile. Its possible impact on the early morning start of the photochemical smog","Rubio, M. A., Lissi, E., Villena, G. ","02 organization","Sanchez, Luis","Academia"
"169","7362082","05/14/2021 00:34:18","Carbon monoxide concentrations in Santiago City at street levels and their vertical gradient","Rubio, M. A., Lissi, E., Jorquera, H.  et al.","02 organization","Toro, Richard","Academia"
"170","7362081","07/21/2021 16:51:06","Phenol and nitrophenols in the air and dew waters of Santiago de Chile","Rubio, M. A., Lissi, E., Herrera, N.  et al.","02 organization","Manzano, Carlos","Academia"
"171","7362080","05/14/2021 00:10:21","Effect of nearby forest fires on ground level ozone concentrations in Santiago, Chile","Rubio, M. A., Lissi, E., Gramsch, E.  et al.","02 organization","Manzano, Carlos","Academia"
"172","7362079","06/22/2021 19:48:43","Seasonal dependence of peroxyacetylnitrate (PAN) concentrations in downtown Santiago, Chile","Rubio, M. A., Gramsch, E., Lissi, E.  et al.","02 organization","Sanchez, Luis","Academia"
"173","7362078","05/13/2021 23:31:53","Carbon monoxide and carbon dioxide concentrations in Santiago de Chile associated with traffic emissions","Rubio, M. A., Fuenzalida, I., Salinas, E.  et al.","02 organization","Manzano, Carlos","Academia"
"174","7362076","06/22/2021 17:19:05","Environmental justice and air quality in Santiago de Chile","Rose-Pérez, Richelle ","02 organization","Sanchez, Luis","Academia"
"175","7362075","05/07/2021 12:04:16","HEAVY-METALS IN THE ATMOSPHERE COMING FROM A COPPER SMELTER IN CHILE","Romokroger, C. M., Morales, J. R., Dinator, M. I.  et al.","02 organization","Sanchez, Luis","Academia"
"176","7362074","05/20/2021 00:19:15","ELEMENTAL ANALYSIS OF AIRBORNE-PARTICULATES IN CHILE","Romokroger, C. M. ","02 organization","Manzano, Carlos","Academia"
"177","7362073","05/28/2021 03:00:02","Risks of Airborne Particulate Exposure in a Copper Mine in Chile","Romo-Kröger, C. M., Morales, R., Llona, F.  et al.","02 organization","Toro, Richard","Academia"
"178","7362073","05/28/2021 03:00:02","Risks of Airborne Particulate Exposure in a Copper Mine in Chile","Romo-Kröger, C. M., Morales, R., Llona, F.  et al.","02 organization","Toro, Richard","Private sector"
"179","7362071","06/01/2021 11:50:52","A case of atmospheric contamination at the slopes of the Los Andes mountain range","Romo-Kröger, C. M., Llona, F. ","02 organization","Sanchez, Luis","Academia"
"180","7362067","06/01/2021 21:57:08","Exploration of health risks related to air pollution and temperature in three Latin American cities","Romero-Lankao, P., Qin, H., Borbor-Cordova, M. ","02 organization","Manzano, Carlos","Academia"
"181","7362066","05/06/2021 21:14:38","Efficient screening method for determination of polycyclic aromatic hydrocarbons (PAHs) in airborne particles. Application in real samples of Santiago-Chile metropolitan urban area","Romero, R., Sienra, R., Richter, P. ","02 organization","Sanchez, Luis","Academia"
"182","7362064","06/01/2021 20:45:34","Urban climates and air pollution in Santiago, Chile","Romero, H., Irarrázaval, F., Opazo, D.  et al.","02 organization","Manzano, Carlos","Academia"
"183","7362063","05/04/2021 22:18:46","Rapid urban growth, land-use changes and air pollution in Santiago, Chile","Romero, H., Ihl, M., Rivera, A.  et al.","02 organization","Manzano, Carlos","Academia"
"184","7362062","06/28/2021 17:18:48","Political Ecology Of Natural Hazards And Environmental Pollution In Santiago De Chile: The Need For Environmental Justice","Romero, H., Fuentes, C., Smith, P. ","02 organization","Manzano, Carlos","Academia"
"185","7362058","06/29/2021 00:33:20","Aumento del riesgo de consultas cardiovasculares por contaminación atmosférica por partículas: Estudio en la ciudad de Santiago","Román A, Oscar, Prieto C, María José, Mancilla F, Pedro  et al.","02 organization","Toro, Richard","Academia"
"186","7362058","06/29/2021 00:33:20","Aumento del riesgo de consultas cardiovasculares por contaminación atmosférica por partículas: Estudio en la ciudad de Santiago","Román A, Oscar, Prieto C, María José, Mancilla F, Pedro  et al.","02 organization","Toro, Richard","Public sector"
"187","7362057","04/29/2021 22:27:23","The difference between theoretical and measured energy consumption in residential heating: Chilean case","Rojo, C., Fissore, A., De Herde, A. ","02 organization","Manzano, Carlos","Academia"
"188","7362056","06/04/2021 22:26:05","El impacto a corto plazo de la contaminación del aire urbano en el rendimiento de los estudiantes","Rojas-Vallejos, J., Bucarey, C. G. J., Espinoza, M.  et al.","02 organization","Manzano, Carlos","Academia"
"189","7362055","05/07/2021 16:26:54","Measurements of children's exposures to particles and nitrogen dioxide in Santiago, Chile","Rojas-Bracho, L., Suh, H. H., Oyola, P.  et al.","02 organization","Manzano, Carlos","Public sector"
"190","7362055","05/07/2021 16:26:54","Measurements of children's exposures to particles and nitrogen dioxide in Santiago, Chile","Rojas-Bracho, L., Suh, H. H., Oyola, P.  et al.","02 organization","Manzano, Carlos","Academia"
"191","7362054","04/29/2021 20:25:04","ÍNDICE SOLAR ULTRAVIOLETA Y ESPESOR DE LA CAPA DE OZONO EN ARICA NORTE DE CHILE","Rojas, E., Avila, M. R. ","02 organization","Toro, Richard","Academia"
"192","7362053","05/10/2021 21:10:15","The elemental composition of airborne particulate matter in the Atacama desert, Chile","Rojas, C. M., Figueroa, L., Janssens, K. H.  et al.","02 organization","Manzano, Carlos","Academia"
"193","7362052","05/13/2021 12:42:34","Aerosols in Santiago de Chile: A study using receptor modeling with X-ray fluorescence and single particle analysis","Rojas, C. M., Artaxo, P., Vangrieken, R. ","02 organization","Sanchez, Luis","Academia"
"194","7362049","05/13/2021 23:51:35","Valuing air quality impacts using stated choice analysis: Trading offvisibility against morbidity effects","Rizzi, L. I., De La Maza, C., Cifuentes, L. A.  et al.","02 organization","Manzano, Carlos","Public sector"
