"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"131","235","8720722","12/13/2021 15:01:45","Polycyclic aromatic hydrocarbon exposure, oxidative potential in dust, and their relationships to oxidative stress in human body: A case study in the indoor environment of Guangzhou, South China","Zhang, Y.-J., Huang, C., Lv, Y.-S.  et al.","Answers13","China"
"132","236","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers01","PUB"
"133","237","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers02","ACP"
"134","237","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers02","EXA"
"135","241","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers06","DCFH"
"136","244","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers09","TOX"
"137","244","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers09","CHE"
"138","245","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers10","BIE"
"139","245","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers10","HM"
"140","248","8720721","02/26/2022 14:43:23","Metal enriched quasi-ultrafine particles from stainless steel gas metal arc welding induced genetic and epigenetic alterations in BEAS-2B cells","Boudjema, J., Lima, B., Grare, C.  et al.","Answers13","EUR"
"141","252","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers04","RAL"
"142","255","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers07","DOM"
"143","257","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers09","CHE"
"144","257","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers09","MET"
"145","257","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers09","TOX"
"146","258","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers10","HM"
"147","258","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers10","PAH"
"148","258","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers10","BIE"
"149","261","8720720","02/20/2022 19:17:51","Variation of particle-induced oxidative potential of pm2.5 in xinjiang, nw-china","An, J., Talifu, D., Ding, X.  et al.","Answers13","China"
"150","265","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers04","HEA"
"151","268","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers07","BBN"
"152","270","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers09","PHM"
"153","270","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers09","CHE"
"154","270","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers09","CON"
"155","271","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers10","PM"
"156","271","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers10","SOA"
"157","271","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers10","BIE"
"158","271","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers10","VOC"
"159","274","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers13","Israel"
"160","274","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers13","United States"
"161","274","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers13","ASI"
"162","274","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers13","NAM"
"163","274","8720717","12/01/2021 22:05:18","Secondary organic aerosols produced from photochemical oxidation of secondarily evaporated biomass burning organic gases: Chemical composition, toxicity, optical properties, and climate effect","Fang, Z., Li, C., He, Q.  et al.","Answers13","EUR"
"164","276","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers02","ACP"
"165","280","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers06","DTT"
"166","281","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers07","NAS"
"167","281","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers07","BBN"
"168","281","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers07","TRA"
"169","282","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers08","DOM08"
"170","283","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers09","TOX"
"171","283","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers09","CON"
"172","284","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers10","HM"
"173","287","8720716","12/03/2021 16:50:15","Comparison of oxidative potential of PM1 and PM2.5 urban aerosol and bioaccessibility of associated elements in three simulated lung fluids","Cigánková, H., Mikuška, P., Hegrová, J.  et al.","Answers13","EUR"
"174","293","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers06","DTT"
"175","293","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers06","GSH"
"176","293","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers06","AA"
"177","293","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers06","RTLF"
"178","294","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers07","NAS"
"179","296","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers09","CHE"
"180","296","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers09","PHM"
"181","297","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers10","HM"
"182","300","8720715","12/17/2021 14:55:38","Geochemistry and oxidative potential of the respirable fraction of powdered mined Chinese coals","Trechera, P., Moreno, T., Córdoba, P.  et al.","Answers13","China"
"183","302","8720714","11/17/2021 10:47:54","Exposure to Dimethyl Selenide (DMSe)-Derived Secondary Organic Aerosol Alters Transcriptomic Profiles in Human Airway Epithelial Cells","Ahmed, CMS, Cui, YM, Frie, AL  et al.","Answers02","ACP"
"184","309","8720714","11/17/2021 10:47:54","Exposure to Dimethyl Selenide (DMSe)-Derived Secondary Organic Aerosol Alters Transcriptomic Profiles in Human Airway Epithelial Cells","Ahmed, CMS, Cui, YM, Frie, AL  et al.","Answers09","CHE"
